reporter	best_category	count
ASSA_4	ambiguous_deletion	1
ASSA_5	full_length	264
ASSA_5	PCR_chimera	8
ASSA_6	full_length	256
ASSA_6	PCR_chimera	3
ASSA_7	full_length	608
ASSA_7	PCR_chimera	17
ASSA_8	full_length	235
ASSA_8	ambiguous_deletion	3
ASSA_9	full_length	306
ASSA_9	PCR_chimera	100
ASSA_9	ambiguous_deletion	1
ASSB_1	full_length	415
ASSB_1	PCR_chimera	15
ASSB_1	ambiguous_deletion	3
ASSB_10	full_length	400
ASSB_10	PCR_chimera	32
ASSB_2	full_length	288
ASSB_2	PCR_chimera	50
ASSB_3	full_length	209
ASSB_3	PCR_chimera	75
ASSB_4	full_length	319
ASSB_4	PCR_chimera	35
ASSB_4	ambiguous_deletion	9
ASSB_5	full_length	133
ASSB_5	PCR_chimera	16
ASSB_6	full_length	316
ASSB_6	ambiguous_deletion	39
ASSB_6	PCR_chimera	2
ASSB_7	full_length	126
ASSB_7	PCR_chimera	73
ASSB_8	full_length	214
ASSB_8	PCR_chimera	47
ASSB_9	full_length	442
ASSB_9	PCR_chimera	20
ASSB_9	ambiguous_deletion	3
ASSL_1	PCR_chimera	599
ASSL_1	full_length	414
ASSL_10	full_length	374
ASSL_10	PCR_chimera	84
ASSL_2	full_length	434
ASSL_2	PCR_chimera	32
ASSL_3	PCR_chimera	369
ASSL_3	full_length	160
ASSL_4	full_length	324
ASSL_4	PCR_chimera	149
ASSL_5	PCR_chimera	402
ASSL_5	full_length	201
ASSL_6	PCR_chimera	388
ASSL_6	full_length	260
ASSL_7	full_length	96
ASSL_8	full_length	305
ASSL_8	PCR_chimera	104
ASSL_8	ambiguous_deletion	14
ASSL_9	full_length	526
ASSL_9	PCR_chimera	195
ASSL_9	ambiguous_deletion	60
ASSS_1	full_length	285
ASSS_1	PCR_chimera	86
ASSS_10	full_length	222
ASSS_10	PCR_chimera	15
ASSS_2	full_length	261
ASSS_2	PCR_chimera	141
ASSS_2	ambiguous_deletion	2
ASSS_3	full_length	591
ASSS_3	PCR_chimera	36
ASSS_3	ambiguous_deletion	3
ASSS_4	full_length	133
ASSS_4	PCR_chimera	99
ASSS_5	full_length	161
ASSS_5	PCR_chimera	36
ASSS_6	PCR_chimera	144
ASSS_6	full_length	69
ASSS_6	ambiguous_deletion	15
ASSS_7	full_length	129
ASSS_7	PCR_chimera	105
ASSS_7	ambiguous_deletion	1
ASSS_8	full_length	154
ASSS_8	PCR_chimera	3
ASSS_8	ambiguous_deletion	3
ASSS_9	full_length	108
ASSS_9	PCR_chimera	17
ASSS_9	ambiguous_deletion	6
ASSp_1	full_length	523
ASSp_1	PCR_chimera	2
ASSp_1	ambiguous_deletion	1
ASSp_10	full_length	212
ASSp_10	PCR_chimera	67
ASSp_10	ambiguous_deletion	4
ASSp_2	full_length	298
ASSp_2	ambiguous_deletion	1
ASSp_3	PCR_chimera	257
ASSp_3	full_length	114
ASSp_4	full_length	109
ASSp_4	PCR_chimera	16
ASSp_5	full_length	261
ASSp_5	PCR_chimera	32
ASSp_5	ambiguous_deletion	11
ASSp_6	full_length	218
ASSp_6	PCR_chimera	58
ASSp_7	full_length	319
ASSp_7	PCR_chimera	2
ASSp_7	ambiguous_deletion	1
ASSp_8	full_length	94
ASSp_8	PCR_chimera	13
ASSp_9	full_length	102
ASSp_9	PCR_chimera	8
ASpA_1	full_length	302
ASpA_1	PCR_chimera	270
ASpA_10	full_length	493
ASpA_10	ambiguous_deletion	25
ASpA_10	PCR_chimera	4
ASpA_2	full_length	295
ASpA_2	PCR_chimera	6
ASpA_3	full_length	381
ASpA_3	ambiguous_deletion	48
ASpA_3	PCR_chimera	34
ASpA_4	full_length	530
ASpA_4	ambiguous_deletion	31
ASpA_4	PCR_chimera	3
ASpA_5	full_length	707
ASpA_5	PCR_chimera	193
ASpA_5	ambiguous_deletion	10
ASpA_6	full_length	455
ASpA_6	PCR_chimera	157
ASpA_6	ambiguous_deletion	3
ASpA_7	full_length	419
ASpA_7	PCR_chimera	3
ASpA_8	full_length	390
ASpA_8	PCR_chimera	7
ASpA_9	PCR_chimera	205
ASpA_9	full_length	176
ASpA_9	ambiguous_deletion	4
ASpB_1	full_length	269
ASpB_10	full_length	406
ASpB_10	PCR_chimera	18
ASpB_2	full_length	427
ASpB_2	PCR_chimera	31
ASpB_3	full_length	283
ASpB_3	ambiguous_deletion	40
ASpB_3	PCR_chimera	5
ASpB_4	full_length	613
ASpB_4	PCR_chimera	102
ASpB_4	ambiguous_deletion	1
ASpB_5	full_length	213
ASpB_5	ambiguous_deletion	26
ASpB_6	full_length	349
ASpB_6	PCR_chimera	5
ASpB_6	ambiguous_deletion	1
ASpB_7	full_length	491
ASpB_7	PCR_chimera	165
ASpB_8	full_length	413
ASpB_8	PCR_chimera	27
ASpB_8	ambiguous_deletion	16
ASpB_9	full_length	393
ASpB_9	PCR_chimera	31
ASpL_1	full_length	402
ASpL_1	PCR_chimera	9
ASpL_10	full_length	545
ASpL_10	PCR_chimera	4
ASpL_10	ambiguous_deletion	1
ASpL_2	full_length	626
ASpL_2	PCR_chimera	183
ASpL_2	PRE-SPACER_mispriming	1
ASpL_3	full_length	537
ASpL_3	PCR_chimera	60
ASpL_3	ambiguous_deletion	49
ASpL_4	full_length	124
ASpL_4	PCR_chimera	63
ASpL_4	ambiguous_deletion	4
ASpL_5	full_length	613
ASpL_5	PCR_chimera	139
ASpL_5	ambiguous_deletion	1
ASpL_6	full_length	391
ASpL_6	PCR_chimera	27
ASpL_6	ambiguous_deletion	1
ASpL_7	full_length	391
ASpL_7	PCR_chimera	89
ASpL_7	ambiguous_deletion	4
ASpL_7	PRE-SPACER_mispriming	2
ASpL_8	full_length	463
ASpL_8	PCR_chimera	260
ASpL_9	full_length	279
ASpL_9	PCR_chimera	49
ASpS_1	full_length	569
ASpS_1	PCR_chimera	8
ASpS_1	ambiguous_deletion	4
ASpS_10	full_length	438
ASpS_10	ambiguous_deletion	22
ASpS_2	full_length	867
ASpS_2	PCR_chimera	327
ASpS_2	ambiguous_deletion	1
ASpS_3	full_length	326
ASpS_3	PCR_chimera	36
ASpS_4	full_length	346
ASpS_4	PCR_chimera	47
ASpS_5	full_length	431
ASpS_5	ambiguous_deletion	1
ASpS_6	full_length	389
ASpS_6	PCR_chimera	72
ASpS_7	full_length	292
ASpS_7	PCR_chimera	130
ASpS_7	ambiguous_deletion	4
ASpS_8	full_length	764
ASpS_8	PCR_chimera	1
ASpS_8	ambiguous_deletion	1
ASpS_9	full_length	537
ASpS_9	PCR_chimera	6
ASpS_9	ambiguous_deletion	3
ASpp_1	full_length	314
ASpp_1	PCR_chimera	111
ASpp_1	ambiguous_deletion	1
ASpp_10	full_length	561
ASpp_10	PCR_chimera	327
ASpp_2	full_length	657
ASpp_2	PCR_chimera	43
ASpp_2	ambiguous_deletion	1
ASpp_3	full_length	260
ASpp_3	PCR_chimera	71
ASpp_4	full_length	349
ASpp_4	PCR_chimera	8
ASpp_4	ambiguous_deletion	4
ASpp_5	full_length	359
ASpp_5	PCR_chimera	25
ASpp_6	full_length	363
ASpp_6	PCR_chimera	62
ASpp_6	ambiguous_deletion	9
ASpp_7	full_length	406
ASpp_7	PCR_chimera	264
ASpp_8	full_length	265
ASpp_9	full_length	242
ASpp_9	ambiguous_deletion	18
ASpp_9	PCR_chimera	14
ApAA_1	full_length	228
ApAA_1	PCR_chimera	175
ApAA_10	PCR_chimera	407
ApAA_10	full_length	212
ApAA_10	ambiguous_deletion	23
ApAA_2	full_length	120
ApAA_2	PCR_chimera	32
ApAA_2	ambiguous_deletion	3
ApAA_3	full_length	467
ApAA_3	ambiguous_deletion	14
ApAA_3	PCR_chimera	7
ApAA_4	full_length	259
ApAA_4	PCR_chimera	10
ApAA_4	ambiguous_deletion	1
ApAA_5	full_length	405
ApAA_5	PCR_chimera	64
ApAA_6	full_length	186
ApAA_6	PCR_chimera	5
ApAA_7	full_length	278
ApAA_7	ambiguous_deletion	12
ApAA_8	full_length	339
ApAA_8	PCR_chimera	121
ApAA_9	PCR_chimera	108
ApAA_9	full_length	69
ApAA_9	ambiguous_deletion	59
ApAA_9	PRE-SPACER_mispriming	1
ApAB_1	full_length	647
ApAB_1	PCR_chimera	123
ApAB_1	ambiguous_deletion	39
ApAB_10	full_length	310
ApAB_10	PCR_chimera	169
ApAB_10	ambiguous_deletion	1
ApAB_2	full_length	150
ApAB_2	PCR_chimera	17
ApAB_2	ambiguous_deletion	13
ApAB_3	full_length	148
ApAB_3	PCR_chimera	11
ApAB_4	full_length	480
ApAB_4	PCR_chimera	36
ApAB_4	ambiguous_deletion	32
ApAB_5	full_length	362
ApAB_5	ambiguous_deletion	76
ApAB_6	full_length	182
ApAB_7	full_length	193
ApAB_7	PCR_chimera	57
ApAB_8	full_length	343
ApAB_8	PCR_chimera	72
ApAB_8	ambiguous_deletion	2
ApAB_9	full_length	205
ApAB_9	PCR_chimera	37
ApAB_9	ambiguous_deletion	34
ApAL_1	full_length	222
ApAL_1	PCR_chimera	136
ApAL_10	full_length	362
ApAL_10	PCR_chimera	173
ApAL_10	ambiguous_deletion	2
ApAL_2	full_length	310
ApAL_2	PCR_chimera	40
ApAL_2	ambiguous_deletion	33
ApAL_3	full_length	196
ApAL_3	PCR_chimera	101
ApAL_3	ambiguous_deletion	45
ApAL_3	PRE-SPACER_mispriming	1
ApAL_4	full_length	132
ApAL_4	PCR_chimera	54
ApAL_4	ambiguous_deletion	25
ApAL_5	full_length	430
ApAL_5	PCR_chimera	4
ApAL_6	full_length	206
ApAL_6	PCR_chimera	22
ApAL_7	full_length	290
ApAL_7	PCR_chimera	22
ApAL_8	full_length	339
ApAL_8	PCR_chimera	37
ApAL_9	full_length	434
ApAL_9	PRE-SPACER_mispriming	1
ApAS_1	full_length	297
ApAS_1	PCR_chimera	227
ApAS_1	ambiguous_deletion	66
ApAS_10	full_length	452
ApAS_10	PCR_chimera	62
ApAS_10	ambiguous_deletion	1
ApAS_2	full_length	213
ApAS_2	PCR_chimera	127
ApAS_3	full_length	224
ApAS_3	PCR_chimera	7
ApAS_4	full_length	448
ApAS_4	PCR_chimera	78
ApAS_4	ambiguous_deletion	5
ApAS_5	full_length	319
ApAS_5	PCR_chimera	4
ApAS_5	ambiguous_deletion	4
ApAS_6	full_length	305
ApAS_6	PCR_chimera	15
ApAS_7	full_length	562
ApAS_7	PCR_chimera	5
ApAS_7	ambiguous_deletion	3
ApAS_8	full_length	225
ApAS_8	PCR_chimera	19
ApAS_8	ambiguous_deletion	1
ApAS_9	full_length	405
ApAS_9	PCR_chimera	8
ApAp_1	full_length	251
ApAp_1	PCR_chimera	28
ApAp_1	ambiguous_deletion	3
ApAp_1	PRE-SPACER_mispriming	1
ApAp_10	full_length	264
ApAp_10	PCR_chimera	35
ApAp_10	ambiguous_deletion	4
ApAp_2	full_length	268
ApAp_2	PCR_chimera	34
ApAp_2	ambiguous_deletion	17
ApAp_3	full_length	332
ApAp_3	PCR_chimera	36
ApAp_4	full_length	152
ApAp_4	ambiguous_deletion	20
ApAp_4	PCR_chimera	15
ApAp_5	full_length	303
ApAp_5	PCR_chimera	39
ApAp_5	ambiguous_deletion	4
ApAp_6	full_length	192
ApAp_6	PCR_chimera	146
ApAp_7	full_length	410
ApAp_7	PCR_chimera	80
ApAp_7	ambiguous_deletion	10
ApAp_8	full_length	423
ApAp_8	PCR_chimera	100
ApAp_8	ambiguous_deletion	1
ApAp_9	full_length	482
ApAp_9	ambiguous_deletion	23
ApAp_9	PCR_chimera	19
ApBA_1	full_length	630
ApBA_10	full_length	321
ApBA_10	PCR_chimera	173
ApBA_10	ambiguous_deletion	2
ApBA_2	full_length	532
ApBA_2	PCR_chimera	8
ApBA_2	ambiguous_deletion	8
ApBA_3	full_length	352
ApBA_3	ambiguous_deletion	168
ApBA_3	PCR_chimera	48
ApBA_4	full_length	301
ApBA_4	PCR_chimera	243
ApBA_5	full_length	375
ApBA_5	PCR_chimera	115
ApBA_6	full_length	290
ApBA_6	PCR_chimera	18
ApBA_7	full_length	287
ApBA_7	PCR_chimera	100
ApBA_7	ambiguous_deletion	5
ApBA_8	full_length	370
ApBA_8	PCR_chimera	7
ApBA_9	full_length	426
ApBA_9	ambiguous_deletion	93
ApBA_9	PCR_chimera	7
ApBA_9	PRE-SPACER_mispriming	1
ApBB_1	full_length	593
ApBB_1	PCR_chimera	107
ApBB_1	ambiguous_deletion	56
ApBB_10	full_length	341
ApBB_10	ambiguous_deletion	92
ApBB_10	PCR_chimera	52
ApBB_2	full_length	289
ApBB_2	PCR_chimera	155
ApBB_3	full_length	312
ApBB_3	PCR_chimera	66
ApBB_4	full_length	420
ApBB_4	PCR_chimera	340
ApBB_4	ambiguous_deletion	16
ApBB_5	full_length	342
ApBB_5	ambiguous_deletion	14
ApBB_5	PCR_chimera	3
ApBB_6	full_length	697
ApBB_6	ambiguous_deletion	41
ApBB_6	PCR_chimera	12
ApBB_7	full_length	369
ApBB_7	PCR_chimera	55
ApBB_7	ambiguous_deletion	14
ApBB_8	full_length	304
ApBB_8	PCR_chimera	60
ApBB_9	full_length	375
ApBL_1	full_length	467
ApBL_1	PCR_chimera	25
ApBL_1	ambiguous_deletion	6
ApBL_10	full_length	187
ApBL_10	PCR_chimera	97
ApBL_10	ambiguous_deletion	9
ApBL_2	full_length	220
ApBL_2	PCR_chimera	85
ApBL_3	full_length	116
ApBL_3	ambiguous_deletion	66
ApBL_3	PCR_chimera	13
ApBL_4	full_length	658
ApBL_4	ambiguous_deletion	18
ApBL_4	PCR_chimera	15
ApBL_5	full_length	467
ApBL_5	PCR_chimera	6
ApBL_5	ambiguous_deletion	1
ApBL_6	full_length	353
ApBL_6	PCR_chimera	136
ApBL_7	full_length	269
ApBL_7	PCR_chimera	7
ApBL_7	ambiguous_deletion	4
ApBL_8	full_length	294
ApBL_8	PCR_chimera	5
ApBL_8	ambiguous_deletion	4
ApBL_9	full_length	155
ApBL_9	PCR_chimera	15
ApBS_1	full_length	327
ApBS_1	PCR_chimera	4
ApBS_1	ambiguous_deletion	1
ApBS_10	full_length	461
ApBS_10	ambiguous_deletion	23
ApBS_2	full_length	160
ApBS_2	PCR_chimera	12
ApBS_3	full_length	219
ApBS_3	PCR_chimera	30
ApBS_3	ambiguous_deletion	3
ApBS_4	full_length	306
ApBS_4	ambiguous_deletion	55
ApBS_4	PCR_chimera	6
ApBS_5	full_length	512
ApBS_5	ambiguous_deletion	61
ApBS_5	PRE-SPACER_mispriming	2
ApBS_6	full_length	505
ApBS_6	PCR_chimera	12
ApBS_7	full_length	712
ApBS_7	PCR_chimera	157
ApBS_7	ambiguous_deletion	103
ApBS_8	full_length	377
ApBS_8	PCR_chimera	76
ApBS_9	full_length	304
ApBS_9	ambiguous_deletion	50
ApBp_1	full_length	479
ApBp_1	PCR_chimera	11
ApBp_10	full_length	521
ApBp_10	PCR_chimera	105
ApBp_10	ambiguous_deletion	2
ApBp_2	full_length	412
ApBp_2	PCR_chimera	335
ApBp_2	ambiguous_deletion	1
ApBp_3	full_length	292
ApBp_3	PCR_chimera	22
ApBp_4	full_length	437
ApBp_5	full_length	207
ApBp_5	ambiguous_deletion	32
ApBp_5	PCR_chimera	10
ApBp_6	full_length	610
ApBp_6	PCR_chimera	100
ApBp_6	ambiguous_deletion	47
ApBp_7	full_length	644
ApBp_7	PCR_chimera	13
ApBp_7	ambiguous_deletion	9
ApBp_8	full_length	730
ApBp_8	PCR_chimera	36
ApBp_8	ambiguous_deletion	14
ApBp_9	full_length	386
ApBp_9	PCR_chimera	20
ApBp_9	ambiguous_deletion	2
ApLA_1	full_length	446
ApLA_1	PCR_chimera	6
ApLA_1	ambiguous_deletion	2
ApLA_10	full_length	451
ApLA_10	PCR_chimera	28
ApLA_2	full_length	248
ApLA_2	PCR_chimera	76
ApLA_2	ambiguous_deletion	16
ApLA_3	full_length	206
ApLA_3	ambiguous_deletion	4
ApLA_4	full_length	590
ApLA_4	PCR_chimera	122
ApLA_4	ambiguous_deletion	2
ApLA_5	full_length	680
ApLA_5	PCR_chimera	3
ApLA_6	full_length	313
ApLA_6	PCR_chimera	4
ApLA_7	full_length	290
ApLA_7	PCR_chimera	51
ApLA_7	ambiguous_deletion	10
ApLA_8	full_length	388
ApLA_8	PCR_chimera	58
ApLA_8	ambiguous_deletion	20
ApLA_9	full_length	421
ApLA_9	PCR_chimera	394
ApLA_9	ambiguous_deletion	3
ApLB_1	full_length	367
ApLB_1	PCR_chimera	32
ApLB_1	ambiguous_deletion	13
ApLB_10	full_length	400
ApLB_10	PCR_chimera	31
ApLB_10	ambiguous_deletion	5
ApLB_2	PCR_chimera	542
ApLB_2	full_length	325
ApLB_3	full_length	350
ApLB_3	PCR_chimera	128
ApLB_4	full_length	630
ApLB_4	PCR_chimera	15
ApLB_5	full_length	455
ApLB_5	PCR_chimera	164
ApLB_6	full_length	243
ApLB_6	ambiguous_deletion	107
ApLB_6	PCR_chimera	5
ApLB_7	full_length	309
ApLB_7	PCR_chimera	19
ApLB_8	full_length	351
ApLB_8	PRE-SPACER_mispriming	14
ApLB_9	full_length	350
ApLB_9	ambiguous_deletion	70
ApLB_9	PCR_chimera	10
ApLL_1	full_length	363
ApLL_1	PCR_chimera	245
ApLL_1	ambiguous_deletion	1
ApLL_10	full_length	217
ApLL_10	PCR_chimera	216
ApLL_2	full_length	165
ApLL_2	PCR_chimera	3
ApLL_3	full_length	422
ApLL_3	PCR_chimera	11
ApLL_4	full_length	105
ApLL_4	PCR_chimera	54
ApLL_5	full_length	233
ApLL_5	ambiguous_deletion	38
ApLL_5	PCR_chimera	4
ApLL_6	full_length	158
ApLL_6	PCR_chimera	51
ApLL_7	PCR_chimera	260
ApLL_7	full_length	230
ApLL_7	ambiguous_deletion	5
ApLL_8	full_length	227
ApLL_8	PCR_chimera	61
ApLL_8	ambiguous_deletion	1
ApLL_9	PCR_chimera	249
ApLL_9	full_length	135
ApLL_9	ambiguous_deletion	13
ApLS_1	full_length	654
ApLS_1	ambiguous_deletion	55
ApLS_1	PCR_chimera	18
ApLS_10	full_length	155
ApLS_10	ambiguous_deletion	18
ApLS_10	PCR_chimera	7
ApLS_2	full_length	326
ApLS_2	PCR_chimera	17
ApLS_3	full_length	645
ApLS_3	PCR_chimera	40
ApLS_3	ambiguous_deletion	27
ApLS_4	full_length	564
ApLS_4	PCR_chimera	4
ApLS_5	full_length	266
ApLS_5	PCR_chimera	206
ApLS_5	ambiguous_deletion	4
ApLS_6	full_length	174
ApLS_6	ambiguous_deletion	62
ApLS_6	PCR_chimera	8
ApLS_6	PRE-SPACER_mispriming	1
ApLS_7	PCR_chimera	717
ApLS_7	full_length	368
ApLS_7	ambiguous_deletion	30
ApLS_8	full_length	481
ApLS_8	ambiguous_deletion	148
ApLS_8	PCR_chimera	82
ApLS_8	PRE-SPACER_mispriming	1
ApLS_9	full_length	469
ApLp_1	full_length	298
ApLp_1	PCR_chimera	234
ApLp_10	full_length	372
ApLp_10	ambiguous_deletion	9
ApLp_10	PCR_chimera	7
ApLp_2	full_length	475
ApLp_2	PCR_chimera	16
ApLp_2	ambiguous_deletion	2
ApLp_3	PCR_chimera	375
ApLp_3	full_length	249
ApLp_3	ambiguous_deletion	2
ApLp_4	full_length	285
ApLp_4	PCR_chimera	101
ApLp_5	full_length	132
ApLp_5	PCR_chimera	72
ApLp_6	full_length	427
ApLp_7	full_length	472
ApLp_7	PCR_chimera	222
ApLp_8	full_length	425
ApLp_8	ambiguous_deletion	108
ApLp_9	full_length	237
ApLp_9	PCR_chimera	18
ApLp_9	ambiguous_deletion	8
ApSA_1	full_length	253
ApSA_1	ambiguous_deletion	9
ApSA_1	PCR_chimera	7
ApSA_10	full_length	530
ApSA_10	PCR_chimera	11
ApSA_10	ambiguous_deletion	2
ApSA_2	full_length	593
ApSA_2	PCR_chimera	59
ApSA_2	ambiguous_deletion	19
ApSA_3	full_length	313
ApSA_3	PCR_chimera	7
ApSA_4	full_length	475
ApSA_4	PCR_chimera	6
ApSA_4	ambiguous_deletion	3
ApSA_5	full_length	561
ApSA_5	ambiguous_deletion	22
ApSA_6	full_length	464
ApSA_7	full_length	309
ApSA_7	PCR_chimera	2
ApSA_8	full_length	78
ApSA_8	PCR_chimera	5
ApSA_9	full_length	411
ApSA_9	ambiguous_deletion	59
ApSA_9	PCR_chimera	10
ApSB_1	full_length	255
ApSB_1	ambiguous_deletion	83
ApSB_1	PCR_chimera	9
ApSB_10	full_length	192
ApSB_10	PCR_chimera	76
ApSB_2	full_length	341
ApSB_2	PCR_chimera	104
ApSB_2	ambiguous_deletion	1
ApSB_3	full_length	462
ApSB_4	full_length	392
ApSB_4	PCR_chimera	218
ApSB_4	ambiguous_deletion	2
ApSB_5	PCR_chimera	356
ApSB_5	full_length	224
ApSB_5	ambiguous_deletion	1
ApSB_6	full_length	536
ApSB_6	PCR_chimera	20
ApSB_6	ambiguous_deletion	4
ApSB_7	full_length	496
ApSB_7	PCR_chimera	82
ApSB_7	ambiguous_deletion	5
ApSB_7	PRE-SPACER_mispriming	1
ApSB_8	full_length	590
ApSB_8	PCR_chimera	11
ApSB_9	full_length	378
ApSB_9	ambiguous_deletion	25
ApSB_9	PCR_chimera	13
ApSB_9	PRE-SPACER_mispriming	1
ApSL_1	full_length	344
ApSL_1	PCR_chimera	8
ApSL_1	ambiguous_deletion	3
ApSL_10	full_length	373
ApSL_10	PCR_chimera	10
ApSL_2	full_length	404
ApSL_2	PCR_chimera	72
ApSL_2	ambiguous_deletion	1
ApSL_3	full_length	301
ApSL_3	PCR_chimera	48
ApSL_3	ambiguous_deletion	1
ApSL_4	full_length	330
ApSL_4	PCR_chimera	84
ApSL_4	ambiguous_deletion	30
ApSL_4	spliced-TTTATT_190_CTCCGA_195	9
ApSL_5	full_length	296
ApSL_5	PCR_chimera	6
ApSL_6	PCR_chimera	764
ApSL_6	full_length	510
ApSL_7	PCR_chimera	352
ApSL_7	full_length	235
ApSL_8	PCR_chimera	166
ApSL_8	full_length	131
ApSL_9	full_length	550
ApSL_9	PCR_chimera	25
ApSS_1	full_length	371
ApSS_1	PCR_chimera	9
ApSS_10	full_length	228
ApSS_10	PCR_chimera	7
ApSS_2	full_length	444
ApSS_2	PCR_chimera	48
ApSS_2	ambiguous_deletion	1
ApSS_3	full_length	319
ApSS_3	ambiguous_deletion	5
ApSS_3	PCR_chimera	4
ApSS_4	full_length	373
ApSS_4	ambiguous_deletion	140
ApSS_4	PCR_chimera	53
ApSS_4	PRE-SPACER_mispriming	1
ApSS_5	full_length	266
ApSS_5	PCR_chimera	146
ApSS_5	ambiguous_deletion	1
ApSS_6	full_length	118
ApSS_6	PCR_chimera	5
ApSS_6	ambiguous_deletion	1
ApSS_7	full_length	415
ApSS_7	PCR_chimera	48
ApSS_7	ambiguous_deletion	5
ApSS_8	full_length	438
ApSS_8	PCR_chimera	53
ApSS_8	PRE-SPACER_mispriming	1
ApSS_9	full_length	463
ApSS_9	ambiguous_deletion	18
ApSS_9	PCR_chimera	3
ApSp_1	full_length	277
ApSp_1	ambiguous_deletion	124
ApSp_1	PCR_chimera	62
ApSp_1	PRE-SPACER_mispriming	2
ApSp_10	full_length	411
ApSp_10	PCR_chimera	354
ApSp_10	ambiguous_deletion	11
ApSp_2	full_length	748
ApSp_3	full_length	437
ApSp_3	PCR_chimera	194
ApSp_3	ambiguous_deletion	168
ApSp_4	full_length	207
ApSp_4	PCR_chimera	23
ApSp_4	ambiguous_deletion	3
ApSp_5	full_length	262
ApSp_5	PCR_chimera	4
ApSp_6	full_length	628
ApSp_6	PCR_chimera	19
ApSp_6	PRE-SPACER_mispriming	1
ApSp_6	ambiguous_deletion	1
ApSp_7	full_length	302
ApSp_7	PCR_chimera	228
ApSp_7	ambiguous_deletion	1
ApSp_8	full_length	194
ApSp_8	PCR_chimera	78
ApSp_9	full_length	518
ApSp_9	PCR_chimera	36
AppA_1	full_length	194
AppA_1	PCR_chimera	88
AppA_1	ambiguous_deletion	2
AppA_10	full_length	106
AppA_10	PCR_chimera	11
AppA_2	PCR_chimera	74
AppA_2	full_length	42
AppA_2	ambiguous_deletion	1
AppA_3	full_length	211
AppA_3	PCR_chimera	44
AppA_4	full_length	243
AppA_4	PCR_chimera	6
AppA_4	ambiguous_deletion	1
AppA_5	full_length	291
AppA_5	PCR_chimera	65
AppA_5	ambiguous_deletion	2
AppA_6	full_length	184
AppA_6	PCR_chimera	9
AppA_7	full_length	68
AppA_7	PCR_chimera	11
AppA_8	full_length	66
AppA_8	PCR_chimera	9
AppA_9	full_length	52
AppA_9	ambiguous_deletion	36
AppB_1	full_length	52
AppB_1	PCR_chimera	6
AppB_1	ambiguous_deletion	6
AppB_10	full_length	166
AppB_10	PCR_chimera	116
AppB_10	ambiguous_deletion	10
AppB_2	full_length	153
AppB_2	PCR_chimera	87
AppB_3	full_length	578
AppB_3	ambiguous_deletion	155
AppB_3	PCR_chimera	3
AppB_4	full_length	142
AppB_4	PCR_chimera	21
AppB_5	full_length	198
AppB_5	PCR_chimera	25
AppB_5	ambiguous_deletion	3
AppB_6	full_length	195
AppB_6	ambiguous_deletion	12
AppB_6	PRE-SPACER_mispriming	1
AppB_7	PCR_chimera	176
AppB_7	full_length	85
AppB_7	ambiguous_deletion	22
AppB_8	PCR_chimera	272
AppB_8	full_length	73
AppB_8	ambiguous_deletion	10
AppB_9	full_length	162
AppB_9	ambiguous_deletion	19
AppB_9	PCR_chimera	6
AppL_1	PCR_chimera	19
AppL_1	full_length	16
AppL_1	ambiguous_deletion	8
AppL_10	full_length	29
AppL_10	PCR_chimera	24
AppL_2	full_length	38
AppL_2	PCR_chimera	10
AppL_3	full_length	4
AppL_3	PCR_chimera	2
AppL_4	full_length	173
AppL_4	PCR_chimera	11
AppL_4	ambiguous_deletion	1
AppL_5	PCR_chimera	63
AppL_5	full_length	52
AppL_6	full_length	53
AppL_6	PCR_chimera	17
AppL_6	ambiguous_deletion	4
AppL_7	PCR_chimera	240
AppL_7	full_length	66
AppL_7	ambiguous_deletion	13
AppL_8	full_length	122
AppL_8	PCR_chimera	2
AppL_9	full_length	227
AppL_9	PCR_chimera	66
AppS_1	full_length	207
AppS_1	PCR_chimera	89
AppS_1	ambiguous_deletion	1
AppS_10	PCR_chimera	294
AppS_10	full_length	34
AppS_10	ambiguous_deletion	6
AppS_2	PCR_chimera	300
AppS_2	full_length	80
AppS_2	ambiguous_deletion	1
AppS_3	full_length	209
AppS_3	PCR_chimera	138
AppS_3	ambiguous_deletion	31
AppS_4	full_length	239
AppS_4	PCR_chimera	39
AppS_5	full_length	98
AppS_5	PCR_chimera	96
AppS_5	ambiguous_deletion	12
AppS_6	PCR_chimera	56
AppS_6	full_length	16
AppS_6	ambiguous_deletion	7
AppS_7	PCR_chimera	145
AppS_7	full_length	106
AppS_8	PCR_chimera	35
AppS_8	full_length	25
AppS_9	PCR_chimera	104
AppS_9	full_length	68
AppS_9	ambiguous_deletion	21
Appp_1	full_length	64
Appp_1	PCR_chimera	12
Appp_1	ambiguous_deletion	2
Appp_10	PCR_chimera	184
Appp_10	full_length	112
Appp_10	ambiguous_deletion	1
Appp_2	full_length	117
Appp_2	PCR_chimera	10
Appp_3	full_length	393
Appp_3	PCR_chimera	44
Appp_3	ambiguous_deletion	20
Appp_4	full_length	48
Appp_4	PCR_chimera	46
Appp_5	PCR_chimera	117
Appp_5	full_length	75
Appp_6	PCR_chimera	87
Appp_6	full_length	7
Appp_7	full_length	37
Appp_7	ambiguous_deletion	19
Appp_7	PCR_chimera	14
Appp_8	full_length	152
Appp_8	PCR_chimera	2
Appp_8	ambiguous_deletion	2
Appp_9	full_length	87
Appp_9	PCR_chimera	23
Appp_9	ambiguous_deletion	2
BAAA_1	full_length	222
